,participant,Scene Type,Senario ID,Alt ID,Type,AV_location,Left Age,Right Age,Left Gender,Right Gender,choice_made?,choice Left ,choice_Right,hit_Pos,hit_Left,hit_Right,Subject gender,Subject age ,number of activiation,first click time,last click time
2028,24,Text,11,11,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,25,1,6.980999999999767,
2029,24,Text,14,14,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,M,25,1,2.9629999999961,
2030,24,Text,12,12,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,25,1,2.430999999996857,
2031,24,Text,15,15,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,25,1,2.897000000004482,
2032,24,Text,9,25,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,25,1,1.6459999999933643,
2033,24,Text,3,19,AGE,-,young,old,female,female,Y,0,1,R,0,1,M,25,1,1.364000000001397,
2034,24,Text,2,18,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,M,25,1,1.4470000000001164,
2035,24,Text,15,31,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,25,1,3.764999999999418,
2036,24,Text,12,28,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,25,2,1.5640000000057626,1.8300000000017462
2037,24,Text,4,20,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,M,25,1,1.863999999994121,
2038,24,Text,13,29,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,M,25,1,2.0970000000015716,
2039,24,Text,7,23,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,M,25,1,1.562999999994645,
2040,24,Text,14,30,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,M,25,1,1.6970000000001164,
2041,24,Text,1,17,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,25,1,1.6480000000010477,
2042,24,Text,8,24,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,25,1,1.6630000000004657,
2043,24,Text,10,26,GENDER,-,old,old,male,female,Y,1,0,L,1,0,M,25,1,2.1300000000046566,
2044,24,Text,6,22,AGE,-,young,old,male,male,Y,0,1,R,0,1,M,25,1,2.364000000001397,
2045,24,Text,11,27,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,25,1,1.4989999999961583,
2046,24,Text,16,32,,-,1 child,2 children,1 child,2 children,Y,0,1,R,0,1,M,25,1,1.5799999999944703,
2047,24,Text,5,21,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,25,1,1.2799999999988358,
2048,25,Text,15,15,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,29,2,8.614999999997963,11.930999999996857
2049,25,Text,9,9,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,29,3,18.381999999997788,23.24899999999616
2050,25,Text,16,16,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,29,1,4.331999999994878,
2051,25,Text,4,4,AGE+GENDER,-,child,young,male,female,Y,1,0,L,1,0,M,29,1,9.648000000001048,
2052,25,Text,2,2,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,M,29,1,3.2490000000034343,
2053,25,Text,14,14,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,M,29,8,4.631000000001222,11.981000000007043
2054,25,Text,1,1,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,29,1,4.080000000001746,
2055,25,Text,13,13,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,M,29,1,2.2809999999954016,
2056,25,Text,7,7,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,M,29,1,3.980999999999767,
2057,25,Text,11,11,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,29,1,2.547999999995227,
2058,25,Text,6,6,AGE,-,young,old,male,male,Y,1,0,L,1,0,M,29,1,4.148000000001048,
2059,25,Text,3,3,AGE,-,young,old,female,female,Y,0,1,R,0,1,M,29,1,1.8140000000057626,
2060,25,Text,5,5,AGE,-,young,child,female,female,Y,0,1,R,0,1,M,29,1,2.746999999995751,
2061,25,Text,12,12,AGE+GENDER,-,child,old,female,male,Y,1,0,L,1,0,M,29,1,4.796999999998661,
2062,25,Text,8,8,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,29,1,2.5309999999954016,
2063,25,Text,10,10,GENDER,-,old,old,male,female,Y,1,0,L,1,0,M,29,1,5.513999999995576,
2064,25,Text,15,31,GENDER,-,child,child,female,male,Y,1,0,L,1,0,M,29,1,2.5979999999981374,
2065,25,Text,9,25,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,29,3,3.2479999999995925,4.947999999996682
2066,25,Text,6,22,AGE,-,young,old,male,male,Y,0,1,R,0,1,M,29,1,4.681000000004133,
2067,25,Text,13,29,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,M,29,1,1.9809999999997672,
2068,25,Text,10,26,GENDER,-,old,old,male,female,Y,0,1,R,0,1,M,29,1,2.547999999995227,
2069,25,Text,4,20,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,M,29,1,3.2479999999995925,
2070,25,Text,14,30,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,M,29,1,3.897000000004482,
2071,25,Text,3,19,AGE,-,young,old,female,female,Y,1,0,L,1,0,M,29,1,3.5639999999984866,
2072,25,Text,5,21,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,29,1,3.6959999999962747,
2073,25,Text,12,28,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,29,1,3.1300000000046566,
2074,25,Text,8,24,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,29,1,4.980999999999767,
2075,25,Text,1,17,GENDER,-,young,young,male,female,Y,0,1,R,0,1,M,29,1,2.9800000000032014,
2076,25,Text,7,23,AGE+GENDER,-,old,young,female,male,Y,0,1,R,0,1,M,29,1,6.581999999994878,
2077,25,Text,16,32,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,29,3,3.0309999999954016,4.546999999998661
2078,25,Text,2,18,AGE+GENDER,-,young,old,female,male,Y,1,0,L,1,0,M,29,1,4.764000000002852,
2079,25,Text,11,27,AGE,-,old,child,male,male,Y,0,1,R,0,1,M,29,1,2.2959999999948195,
2080,26,Text,7,7,AGE+GENDER,-,old,young,female,male,Y,0,1,R,0,1,M,32,1,6.614999999997963,
2081,26,Text,16,16,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,32,1,9.631000000001222,
2082,26,Text,14,14,AGE+GENDER,-,child,old,female,female,Y,1,0,L,1,0,M,32,1,5.213999999999942,
2083,26,Text,4,4,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,M,32,1,4.948000000003958,
2084,26,Text,8,8,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,32,1,3.3319999999948777,
2085,26,Text,10,10,GENDER,-,old,old,male,female,Y,1,0,L,1,0,M,32,1,7.4979999999995925,
2086,26,Text,13,13,AGE+GENDER,-,old,child,female,male,Y,0,1,R,0,1,M,32,1,4.130999999993946,
2087,26,Text,5,5,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,32,4,3.8479999999981374,9.864000000001397
2088,26,Text,12,12,AGE+GENDER,-,child,old,female,male,Y,1,0,L,1,0,M,32,1,3.397999999993772,
2089,26,Text,1,1,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,32,1,4.830999999998312,
2090,26,Text,15,15,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,32,1,3.5650000000023283,
2091,26,Text,2,2,AGE+GENDER,-,young,old,female,male,Y,1,0,L,1,0,M,32,1,3.0649999999950523,
2092,26,Text,11,11,AGE,-,old,child,male,male,Y,0,1,R,0,1,M,32,1,2.9139999999970314,
2093,26,Text,3,3,AGE,-,young,old,female,female,Y,1,0,L,1,0,M,32,1,2.480999999999767,
2094,26,Text,6,6,AGE,-,young,old,male,male,Y,1,0,L,1,0,M,32,1,4.113999999994121,
2095,26,Text,9,9,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,32,1,4.7479999999995925,
2096,26,Text,1,17,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,32,1,3.581000000005588,
2097,26,Text,12,28,AGE+GENDER,-,child,old,female,male,Y,1,0,L,1,0,M,32,2,3.2810000000026776,4.548000000002503
2098,26,Text,11,27,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,32,1,3.0310000000026776,
2099,26,Text,3,19,AGE,-,young,old,female,female,Y,1,0,L,1,0,M,32,3,7.063000000001921,11.12999999999738
2100,26,Text,9,25,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,32,1,3.0469999999986612,
2101,26,Text,2,18,AGE+GENDER,-,young,old,female,male,Y,1,0,L,1,0,M,32,1,3.646999999997206,
2102,26,Text,10,26,GENDER,-,old,old,male,female,Y,1,0,L,1,0,M,32,1,4.514000000002852,
2103,26,Text,6,22,AGE,-,young,old,male,male,Y,1,0,L,1,0,M,32,3,2.747000000003027,5.663000000000466
2104,26,Text,13,29,AGE+GENDER,-,old,child,female,male,Y,0,1,R,0,1,M,32,1,3.0639999999984866,
2105,26,Text,5,21,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,32,1,3.2289999999993597,
2106,26,Text,7,23,AGE+GENDER,-,old,young,female,male,Y,0,1,R,0,1,M,32,1,2.9470000000001164,
2107,26,Text,4,20,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,M,32,1,3.9470000000001164,
2108,26,Text,15,31,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,32,1,3.798000000002503,
2109,26,Text,14,30,AGE+GENDER,-,child,old,female,female,Y,1,0,L,1,0,M,32,1,3.6970000000001164,
2110,26,Text,16,32,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,32,1,3.9470000000001164,
2111,26,Text,8,24,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,32,1,4.147000000004482,
2112,27,Text,3,3,AGE,-,young,old,female,female,Y,0,1,R,0,1,M,25,1,3.0310000000026776,
2113,27,Text,6,6,AGE,-,young,old,male,male,Y,0,1,R,0,1,M,25,2,2.4979999999995925,3.764000000002852
2114,27,Text,4,4,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,M,25,2,2.580999999998312,2.915000000000873
2115,27,Text,16,16,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,25,2,2.4140000000043074,3.1310000000012224
2116,27,Text,9,9,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,25,2,2.048000000002503,2.2479999999995925
2117,27,Text,1,1,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,25,1,1.9149999999935972,
2118,27,Text,10,10,GENDER,-,old,old,male,female,Y,1,0,L,1,0,M,25,1,2.980999999999767,
2119,27,Text,13,13,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,M,25,1,2.382000000005064,
2120,27,Text,8,8,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,25,1,2.9320000000006985,
2121,27,Text,7,7,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,M,25,3,2.1310000000012224,3.8149999999950523
2122,27,Text,5,5,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,25,1,2.1970000000001164,
2123,27,Text,15,15,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,25,3,3.430999999996857,4.580999999998312
2124,27,Text,2,2,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,M,25,1,2.3139999999984866,
2125,27,Text,14,14,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,M,25,1,1.548000000002503,
2126,27,Text,11,11,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,25,1,2.3139999999984866,
2127,27,Text,12,12,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,25,1,1.4470000000001164,
2128,27,Text,15,31,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,25,1,2.3649999999979627,
2129,27,Text,10,26,GENDER,-,old,old,male,female,Y,1,0,L,1,0,M,25,2,1.5970000000015716,2.8139999999984866
2130,27,Text,4,20,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,M,25,1,3.263999999995576,
2131,27,Text,9,25,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,25,1,3.230999999999767,
2132,27,Text,3,19,AGE,-,young,old,female,female,Y,0,1,R,0,1,M,25,1,1.7139999999999418,
2133,27,Text,1,17,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,25,1,1.9309999999968568,
2134,27,Text,8,24,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,25,1,2.6149999999979627,
2135,27,Text,2,18,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,M,25,1,1.9139999999970314,
2136,27,Text,13,29,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,M,25,1,1.6970000000001164,
2137,27,Text,12,28,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,25,1,1.397000000004482,
2138,27,Text,14,30,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,M,25,1,0.9799999999959255,
2139,27,Text,5,21,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,25,1,1.6299999999973807,
2140,27,Text,11,27,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,25,1,2.6970000000001164,
2141,27,Text,6,22,AGE,-,young,old,male,male,Y,0,1,R,0,1,M,25,1,1.4470000000001164,
2142,27,Text,7,23,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,M,25,1,1.298000000002503,
2143,27,Text,16,32,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,25,1,1.463000000003376,
2144,28,Text,7,7,AGE+GENDER,-,old,young,female,male,Y,0,1,R,0,1,M,25,2,11.37,
2145,28,Text,14,14,AGE+GENDER,-,child,old,female,female,Y,1,0,L,1,0,M,25,3,9.61,23.830000000001746
2146,28,Text,3,3,AGE,-,young,old,female,female,Y,0,1,R,0,1,M,25,1,4.17,
2147,28,Text,1,1,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,25,1,9.28,
2148,28,Text,8,8,AGE,-,child,young,male,male,Y,1,0,L,1,0,M,25,1,10.9,
2149,28,Text,2,2,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,M,25,1,2.69,
2150,28,Text,9,9,AGE+GENDER,-,young,child,male,female,Y,0,1,R,0,1,M,25,1,10.15,
2151,28,Text,12,12,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,25,1,3.15,
2152,28,Text,6,6,AGE,-,young,old,male,male,Y,1,0,L,1,0,M,25,1,2.35,
2153,28,Text,16,16,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,25,1,5.09,
2154,28,Text,13,13,AGE+GENDER,-,old,child,female,male,Y,0,1,R,0,1,M,25,4,2.82,11.632000000005064
2155,28,Text,10,10,GENDER,-,old,old,male,female,Y,1,0,L,1,0,M,25,1,4.63,
2156,28,Text,4,4,AGE+GENDER,-,child,young,male,female,Y,1,0,L,1,0,M,25,1,3.88,
2157,28,Text,5,5,AGE,-,young,child,female,female,Y,0,1,R,0,1,M,25,1,4.4,
2158,28,Text,15,15,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,25,1,4.53,
2159,28,Text,11,11,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,25,1,2.59,
2160,28,Text,4,20,AGE+GENDER,-,child,young,male,female,Y,1,0,L,1,0,M,25,1,4.01,
2161,28,Text,11,27,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,25,2,4.57,
2162,28,Text,12,28,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,25,1,3.45,
2163,28,Text,15,31,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,25,1,4.81,
2164,28,Text,16,32,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,25,3,3.23,5.363000000004831
2165,28,Text,5,21,AGE,-,young,child,female,female,Y,0,1,R,0,1,M,25,2,3.18,
2166,28,Text,3,19,AGE,-,young,old,female,female,Y,0,1,R,0,1,M,25,1,2.21,
2167,28,Text,14,30,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,M,25,1,2.75,
2168,28,Text,9,25,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,25,3,4.55,8.027999999998428
2169,28,Text,2,18,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,M,25,1,2.75,
2170,28,Text,1,17,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,25,2,3.19,
2171,28,Text,8,24,AGE,-,child,young,male,male,Y,1,0,L,1,0,M,25,1,9.25,
2172,28,Text,6,22,AGE,-,young,old,male,male,Y,0,1,R,0,1,M,25,3,2.67,5.946000000003551
2173,28,Text,13,29,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,M,25,1,3.62,
2174,28,Text,10,26,GENDER,-,old,old,male,female,Y,1,0,L,1,0,M,25,2,2.35,
2175,28,Text,7,23,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,M,25,1,3.42,
2176,29,Text,10,10,GENDER,-,old,old,male,female,Y,1,0,L,1,0,M,35,1,6.349000000001979,
2177,29,Text,16,16,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,35,2,7.347999999998137,13.347999999998137
2178,29,Text,11,11,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,35,2,16.330999999998312,20.247999999999593
2179,29,Text,4,4,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,M,35,3,18.964999999996508,27.24899999999616
2180,29,Text,9,9,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,35,1,5.847999999998137,
2181,29,Text,7,7,AGE+GENDER,-,old,young,female,male,Y,0,1,R,0,1,M,35,1,5.798000000002503,
2182,29,Text,5,5,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,35,2,9.381000000001222,
2183,29,Text,8,8,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,35,1,4.315000000002328,
2184,29,Text,13,13,AGE+GENDER,-,old,child,female,male,Y,0,1,R,0,1,M,35,1,15.56300000000192,
2185,29,Text,6,6,AGE,-,young,old,male,male,Y,1,0,L,1,0,M,35,3,4.280999999995402,15.264999999999418
2186,29,Text,14,14,AGE+GENDER,-,child,old,female,female,Y,1,0,L,1,0,M,35,1,8.464999999996508,
2187,29,Text,12,12,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,35,1,5.697000000000116,
2188,29,Text,1,1,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,35,1,7.563999999998487,
2189,29,Text,3,3,AGE,-,young,old,female,female,Y,1,0,L,1,0,M,35,1,5.7479999999995925,
2190,29,Text,15,15,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,35,1,7.2149999999965075,
2191,29,Text,2,2,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,M,35,1,5.864000000001397,
2192,29,Text,8,24,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,35,1,5.996999999995751,
2193,29,Text,11,27,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,35,1,4.731999999996333,
2194,29,Text,9,25,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,M,35,1,5.296999999998661,
2195,29,Text,10,26,GENDER,-,old,old,male,female,Y,1,0,L,1,0,M,35,2,0.2150000000037835,2.2479999999995925
2196,29,Text,7,23,AGE+GENDER,-,old,young,female,male,Y,0,1,R,0,1,M,35,1,3.2150000000037835,
2197,29,Text,15,31,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,35,1,4.2810000000026776,
2198,29,Text,13,29,AGE+GENDER,-,old,child,female,male,Y,0,1,R,0,1,M,35,2,7.864999999997963,9.714999999996508
2199,29,Text,3,19,AGE,-,young,old,female,female,Y,1,0,L,1,0,M,35,1,7.681000000004133,
2200,29,Text,12,28,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,M,35,1,2.547999999995227,
2201,29,Text,16,32,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,M,35,1,5.948000000003958,
2202,29,Text,4,20,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,M,35,1,4.815000000002328,
2203,29,Text,2,18,AGE+GENDER,-,young,old,female,male,Y,1,0,L,1,0,M,35,1,5.864000000001397,
2204,29,Text,6,22,AGE,-,young,old,male,male,Y,1,0,L,1,0,M,35,1,5.7810000000026776,
2205,29,Text,1,17,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,35,1,3.5310000000026776,
2206,29,Text,5,21,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,35,1,3.9139999999970314,
2207,29,Text,14,30,AGE+GENDER,-,child,old,female,female,Y,1,0,L,1,0,M,35,1,2.8960000000006403,
2208,30,Text,6,6,AGE,-,young,old,male,male,Y,0,1,R,0,1,M,24,1,19.50999999999476,
2209,30,Text,3,3,AGE,-,young,old,female,female,Y,0,1,R,0,1,M,24,1,8.477999999995518,
2210,30,Text,13,13,AGE+GENDER,-,old,child,female,male,Y,0,1,R,0,1,M,24,1,10.863000000004831,
2211,30,Text,8,8,AGE,-,child,young,male,male,Y,0,1,R,0,1,M,24,1,7.2299999999959255,
2212,30,Text,14,14,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,M,24,3,4.065000000002328,6.381000000001222
2213,30,Text,10,10,GENDER,-,old,old,male,female,Y,1,0,L,1,0,M,24,1,5.431000000004133,
2214,30,Text,15,15,GENDER,-,child,child,female,male,Y,0,1,R,0,1,M,24,9,7.146999999997206,13.529999999998836
2215,30,Text,12,12,AGE+GENDER,-,child,old,female,male,Y,1,0,L,1,0,M,24,2,13.348000000005413,
2216,30,Text,7,7,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,M,24,1,10.881000000001222,
2217,30,Text,2,2,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,M,24,1,5.563999999998487,
2218,30,Text,1,1,GENDER,-,young,young,male,female,Y,1,0,L,1,0,M,24,1,5.663999999997031,
2219,30,Text,5,5,AGE,-,young,child,female,female,Y,0,1,R,0,1,M,24,1,11.531000000002678,
2220,30,Text,16,16,,-,1 child,2 children,1 child,2 children,Y,0,1,R,0,1,M,24,1,6.264999999999418,
2221,30,Text,9,9,AGE+GENDER,-,young,child,male,female,Y,0,1,R,0,1,M,24,1,2.8809999999939464,
2222,30,Text,11,11,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,24,1,5.147999999993772,
2223,30,Text,4,4,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,M,24,1,5.82999999999447,
2224,30,Text,3,19,AGE,-,young,old,female,female,Y,0,1,R,0,1,M,24,1,5.415000000000873,
2225,30,Text,12,28,AGE+GENDER,-,child,old,female,male,Y,1,0,L,1,0,M,24,1,2.5469999999986612,
2226,30,Text,8,24,AGE,-,child,young,male,male,Y,1,0,L,1,0,M,24,1,5.080999999998312,
2227,30,Text,11,27,AGE,-,old,child,male,male,Y,1,0,L,1,0,M,24,1,15.097999999998137,
2228,30,Text,4,20,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,M,24,2,5.82999999999447,
2229,30,Text,15,31,GENDER,-,child,child,female,male,Y,1,0,L,1,0,M,24,2,6.364000000001397,
2230,30,Text,9,25,AGE+GENDER,-,young,child,male,female,Y,0,1,R,0,1,M,24,1,1.9139999999970314,
2231,30,Text,6,22,AGE,-,young,old,male,male,Y,0,1,R,0,1,M,24,5,4.114000000001397,7.780999999995402
2232,30,Text,16,32,,-,1 child,2 children,1 child,2 children,Y,0,1,R,0,1,M,24,1,11.197000000000116,
2233,30,Text,10,26,GENDER,-,old,old,male,female,Y,0,1,R,0,1,M,24,1,2.6639999999970314,
2234,30,Text,5,21,AGE,-,young,child,female,female,Y,1,0,L,1,0,M,24,3,1.8630000000048312,2.713000000003376
2235,30,Text,14,30,AGE+GENDER,-,child,old,female,female,Y,1,0,L,1,0,M,24,2,1.9800000000032014,2.1630000000004657
2236,30,Text,7,23,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,M,24,2,3.497000000003027,3.713000000003376
2237,30,Text,2,18,AGE+GENDER,-,young,old,female,male,Y,1,0,L,1,0,M,24,1,4.197999999996682,
2238,30,Text,13,29,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,M,24,1,7.681000000004133,
2239,30,Text,1,17,GENDER,-,young,young,male,female,Y,0,1,R,0,1,M,24,1,2.646999999997206,
2240,31,Text,10,10,GENDER,-,old,old,male,female,Y,1,0,L,1,0,F,23,1,10.264999999999418,
2241,31,Text,2,2,AGE+GENDER,-,young,old,female,male,Y,0,1,R,0,1,F,23,1,5.698000000003958,
2242,31,Text,11,11,AGE,-,old,child,male,male,Y,1,0,L,1,0,F,23,1,2.8980000000010477,
2243,31,Text,7,7,AGE+GENDER,-,old,young,female,male,Y,1,0,L,1,0,F,23,1,4.398000000001048,
2244,31,Text,16,16,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,F,23,4,5.063999999998487,14.665000000000873
2245,31,Text,12,12,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,F,23,3,2.9989999999961583,7.182999999997264
2246,31,Text,5,5,AGE,-,young,child,female,female,Y,1,0,L,1,0,F,23,1,3.697999999996682,
2247,31,Text,9,9,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,F,23,1,2.6299999999973807,
2248,31,Text,13,13,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,F,23,1,5.148000000001048,
2249,31,Text,6,6,AGE,-,young,old,male,male,Y,0,1,R,0,1,F,23,1,2.481999999996333,
2250,31,Text,3,3,AGE,-,young,old,female,female,Y,0,1,R,0,1,F,23,1,4.031999999999243,
2251,31,Text,4,4,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,F,23,1,2.447999999996682,
2252,31,Text,8,8,AGE,-,child,young,male,male,Y,0,1,R,0,1,F,23,1,2.646999999997206,
2253,31,Text,15,15,GENDER,-,child,child,female,male,Y,0,1,R,0,1,F,23,1,5.699000000000524,
2254,31,Text,14,14,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,F,23,1,2.3470000000015716,
2255,31,Text,1,1,GENDER,-,young,young,male,female,Y,1,0,L,1,0,F,23,1,8.796999999998661,
2256,31,Text,9,25,AGE+GENDER,-,young,child,male,female,Y,1,0,L,1,0,F,23,1,6.7299999999959255,
2257,31,Text,1,17,GENDER,-,young,young,male,female,Y,1,0,L,1,0,F,23,1,6.830999999998312,
2258,31,Text,14,30,AGE+GENDER,-,child,old,female,female,Y,0,1,R,0,1,F,23,1,2.665000000000873,
2259,31,Text,13,29,AGE+GENDER,-,old,child,female,male,Y,1,0,L,1,0,F,23,1,2.3810000000012224,
2260,31,Text,16,32,,-,1 child,2 children,1 child,2 children,Y,1,0,L,1,0,F,23,1,2.2479999999995925,
2261,31,Text,8,24,AGE,-,child,young,male,male,Y,0,1,R,0,1,F,23,1,4.198000000003958,
2262,31,Text,4,20,AGE+GENDER,-,child,young,male,female,Y,0,1,R,0,1,F,23,1,6.764999999999418,
2263,31,Text,10,26,GENDER,-,old,old,male,female,Y,1,0,L,1,0,F,23,1,2.8479999999981374,
2264,31,Text,5,21,AGE,-,young,child,female,female,Y,1,0,L,1,0,F,23,1,2.1149999999979627,
2265,31,Text,15,31,GENDER,-,child,child,female,male,Y,0,1,R,0,1,F,23,1,6.082000000002154,
2266,31,Text,11,27,AGE,-,old,child,male,male,Y,1,0,L,1,0,F,23,1,3.331000000005588,
2267,31,Text,6,22,AGE,-,young,old,male,male,Y,0,1,R,0,1,F,23,1,2.3649999999979627,
2268,31,Text,12,28,AGE+GENDER,-,child,old,female,male,Y,0,1,R,0,1,F,23,1,2.7149999999965075,
